datetime,symbol,open,high,low,close,volume,TimeFrame
2023-05-22 08:43:00,HKEX:607,4.25,4.25,4.25,4.25,950.0,1_minute
2023-05-22 08:57:00,HKEX:607,4.3,4.3,4.3,4.3,12000.0,1_minute
2023-05-22 08:58:00,HKEX:607,4.25,4.25,4.25,4.25,14600.0,1_minute
2023-05-22 09:30:00,HKEX:607,4.25,4.25,4.25,4.25,4550.0,1_minute
2023-05-22 09:31:00,HKEX:607,4.25,4.25,4.25,4.25,450.0,1_minute
2023-05-22 09:46:00,HKEX:607,4.3,4.3,4.3,4.3,28000.0,1_minute
2023-05-22 09:48:00,HKEX:607,4.3,4.3,4.3,4.3,1950.0,1_minute
2023-05-22 09:49:00,HKEX:607,4.3,4.3,4.3,4.3,1000.0,1_minute
2023-05-22 09:55:00,HKEX:607,4.3,4.3,4.3,4.3,8000.0,1_minute
2023-05-22 09:56:00,HKEX:607,4.3,4.3,4.3,4.3,28000.0,1_minute
2023-05-22 10:07:00,HKEX:607,4.25,4.25,4.25,4.25,13450.0,1_minute
2023-05-22 10:08:00,HKEX:607,4.25,4.3,4.25,4.3,32000.0,1_minute
2023-05-22 10:14:00,HKEX:607,4.2,4.2,4.2,4.2,200.0,1_minute
2023-05-22 10:15:00,HKEX:607,4.25,4.25,4.25,4.25,28000.0,1_minute
2023-05-22 10:24:00,HKEX:607,4.25,4.25,4.25,4.25,32000.0,1_minute
2023-05-22 10:30:00,HKEX:607,4.25,4.25,4.25,4.25,29000.0,1_minute
2023-05-22 10:42:00,HKEX:607,4.25,4.25,4.25,4.25,24000.0,1_minute
2023-05-22 10:50:00,HKEX:607,4.25,4.25,4.25,4.25,18000.0,1_minute
2023-05-22 10:51:00,HKEX:607,4.25,4.25,4.25,4.25,8000.0,1_minute
2023-05-22 10:54:00,HKEX:607,4.25,4.25,4.25,4.25,1050.0,1_minute
2023-05-22 12:02:00,HKEX:607,4.2,4.2,4.2,4.2,23350.0,1_minute
